Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
84,20,3.0,61,7,1,0.8063999999999999,Medium,High School,96,False,Medium,Low,4.571428571428571,Low,5,2,Negative,3.0,0,65
79,19,5.699999999999999,77,3,1,2.1804,Medium,High School,92,False,High,High,4.6,Medium,8,2,Positive,6.0,1,68
95,39,11.7,44,2,2,1.539,High,High School,54,True,Medium,High,1.35,Medium,9,3,Positive,6.0,1,77
61,22,5.5,72,5,0,1.7751000000000001,Medium,High School,97,False,High,High,4.217391304347826,Low,6,2,Negative,5.0,0,63
86,15,3.75,68,0,0,1.1696,High,College,68,False,Medium,Medium,4.25,High,10,5,Neutral,5.0,0,69
91,17,4.25,51,3,3,1.2012,Medium,College,66,False,Low,Medium,3.6666666666666665,Medium,8,2,Positive,5.0,0,69
90,27,4.050000000000001,42,5,2,1.2060000000000002,Low,Postgraduate,67,False,Medium,Medium,2.392857142857143,Medium,8,3,Negative,3.0,0,70
95,21,7.3500000000000005,56,2,1,1.8809999999999998,Medium,College,66,False,High,High,3.0,Medium,6,4,Positive,7.0,1,73
89,11,3.3000000000000003,51,5,1,1.3528,Low,Postgraduate,76,False,High,Medium,6.333333333333333,Medium,9,3,Neutral,6.0,0,66
97,26,5.2,44,7,2,2.2989,Low,High School,79,False,Low,High,2.925925925925926,Low,5,3,Positive,4.0,0,71
73,16,5.6000000000000005,51,4,2,1.0366,Low,College,71,False,High,Medium,4.176470588235294,High,6,5,Positive,7.0,0,66
80,31,9.3,46,5,2,1.7040000000000002,Medium,High School,71,False,High,High,2.21875,Low,6,3,Neutral,6.0,1,71
61,26,9.1,67,4,3,1.0614,Low,High School,87,False,High,Medium,3.2222222222222223,High,5,2,Positive,7.0,0,66
60,17,5.95,30,4,0,0.8999999999999999,High,High School,50,False,High,High,2.7777777777777777,Low,8,4,Positive,7.0,1,63
70,28,4.199999999999999,82,3,5,1.3579999999999999,High,High School,97,False,Low,Medium,3.3448275862068964,Low,8,5,Negative,3.0,0,70
64,20,5.0,76,2,1,1.1008,Medium,Postgraduate,86,False,Medium,Medium,4.095238095238095,Medium,8,2,Neutral,5.0,0,66
70,25,3.75,70,3,1,1.19,Medium,High School,85,False,Medium,Medium,3.269230769230769,Medium,7,4,Negative,3.0,0,66
67,23,4.6,56,3,2,1.4271,Medium,College,71,False,Medium,High,2.9583333333333335,Medium,8,4,Neutral,4.0,0,66
61,15,3.0,83,3,1,1.1956,Medium,High School,98,False,Medium,Medium,6.125,Medium,7,3,Neutral,4.0,0,62
96,16,4.800000000000001,35,3,1,1.44,Medium,College,50,False,High,High,2.9411764705882355,Medium,6,3,Positive,6.0,1,69
60,26,7.800000000000001,24,6,1,0.324,High,Postgraduate,54,True,Medium,Low,2.0,Low,6,1,Positive,6.0,0,63
89,18,5.4,70,4,1,0.801,Low,Postgraduate,90,False,Medium,Low,4.7368421052631575,High,4,2,Positive,6.0,0,68
66,18,3.6,77,2,1,1.1484,High,High School,87,False,Low,Medium,4.578947368421052,Medium,9,3,Positive,4.0,0,64
96,14,4.199999999999999,34,6,2,1.8432,High,Postgraduate,64,False,High,High,4.266666666666667,Low,9,3,Neutral,6.0,1,69
96,23,8.049999999999999,45,7,3,0.768,Medium,High School,80,False,High,Low,3.3333333333333335,Low,10,3,Positive,7.0,0,71
86,32,4.800000000000001,62,3,2,1.3244,Medium,High School,77,False,Low,Medium,2.3333333333333335,Medium,6,4,Negative,3.0,0,71
87,14,3.5,51,5,1,1.3224,Medium,College,76,False,Medium,Medium,5.066666666666666,Low,6,4,Positive,5.0,0,66
60,20,6.0,70,2,2,0.48,Medium,College,80,False,Medium,Low,3.8095238095238093,High,4,3,Positive,6.0,0,63
99,28,8.399999999999999,75,5,0,0.99,Medium,High School,100,False,Medium,Low,3.4482758620689653,Medium,8,2,Positive,6.0,0,72
95,20,5.0,74,5,1,0.9405,Medium,College,99,False,Medium,Low,4.714285714285714,Low,8,3,Neutral,5.0,0,70
96,23,4.6,79,4,0,1.9007999999999998,Low,College,99,False,Medium,Medium,4.125,High,9,2,Neutral,4.0,0,71
86,14,3.5,47,6,3,1.3244,Low,High School,77,False,Medium,Medium,5.133333333333334,High,6,3,Neutral,5.0,0,65
74,23,4.6,46,4,0,0.4884,Low,Postgraduate,66,False,Medium,Low,2.75,High,8,4,Negative,4.0,0,65
96,19,3.8,43,7,1,2.2464,Medium,High School,78,False,Low,High,3.9,Low,6,2,Positive,4.0,0,67
72,26,6.5,71,2,0,1.7496000000000003,Medium,High School,81,False,High,High,3.0,Medium,9,3,Neutral,5.0,0,68
83,27,8.100000000000001,51,3,3,1.0956,Medium,College,66,False,Medium,Medium,2.357142857142857,Medium,8,4,Positive,6.0,0,70
64,36,12.6,67,3,2,1.0495999999999999,Medium,High School,82,False,High,Medium,2.2162162162162162,Medium,5,2,Positive,7.0,0,70
97,23,6.8999999999999995,61,4,2,0.7857000000000001,High,High School,81,False,High,Low,3.375,Medium,7,3,Neutral,6.0,0,72
66,22,3.3000000000000003,75,4,1,1.254,High,College,95,False,Low,Medium,4.130434782608695,Low,4,5,Neutral,3.0,0,65
69,21,6.300000000000001,37,5,2,1.2833999999999999,Medium,High School,62,False,Medium,High,2.8181818181818183,Low,5,3,Positive,6.0,1,65
82,18,5.4,75,2,3,2.0909999999999997,Medium,Postgraduate,85,False,High,High,4.473684210526316,Medium,5,4,Neutral,6.0,1,71
91,22,6.6000000000000005,73,0,3,0.6643,High,Postgraduate,73,False,Medium,Low,3.1739130434782608,High,6,4,Positive,6.0,0,74
85,18,4.5,21,7,0,0.47600000000000003,Medium,High School,56,False,Medium,Low,2.9473684210526314,Low,7,4,Positive,5.0,0,64
69,21,4.2,51,3,1,1.3661999999999999,Medium,High School,66,False,Medium,High,3.0,Medium,7,4,Neutral,4.0,0,64
60,28,7.0,33,4,3,0.318,High,High School,53,True,Medium,Low,1.8275862068965518,Low,7,3,Neutral,5.0,0,65
90,14,3.5,41,5,1,1.1880000000000002,Medium,College,66,False,Medium,Medium,4.4,Medium,7,5,Neutral,5.0,0,67
99,27,6.75,33,4,2,0.5247,Medium,College,53,True,High,Low,1.8928571428571428,Low,7,3,Neutral,5.0,0,73
92,28,4.199999999999999,76,4,1,2.6496,High,College,96,False,Low,High,3.310344827586207,Medium,5,3,Neutral,3.0,0,72
78,19,4.75,40,3,0,0.42900000000000005,Medium,College,55,False,Medium,Low,2.75,Medium,7,3,Positive,5.0,0,65
96,7,1.4,71,4,0,1.7472,High,College,91,False,Medium,Medium,11.375,Low,9,4,Neutral,4.0,0,67
76,16,3.2,80,3,2,0.722,Medium,High School,95,False,Medium,Low,5.588235294117647,Medium,7,3,Negative,4.0,0,66
81,28,7.0,63,2,0,0.5913,Medium,Postgraduate,73,False,High,Low,2.5172413793103448,Medium,8,3,Negative,5.0,0,70
79,20,4.0,43,2,2,0.8374,Medium,High School,53,False,Medium,Medium,2.5238095238095237,Medium,8,3,Neutral,4.0,0,66
78,14,3.5,75,1,1,0.6240000000000001,High,High School,80,False,Medium,Low,5.333333333333333,Medium,8,1,Neutral,5.0,0,66
91,17,3.4,42,4,3,0.5642,Low,Postgraduate,62,False,Medium,Low,3.4444444444444446,High,7,3,Negative,4.0,0,68
81,25,7.5,24,7,3,0.4779,Medium,College,59,True,Medium,Low,2.269230769230769,Low,8,4,Positive,6.0,0,68
73,23,4.6,78,0,0,0.5694,High,High School,78,False,Medium,Low,3.25,High,8,4,Neutral,4.0,0,67
70,19,5.699999999999999,48,4,1,1.428,Medium,College,68,False,Medium,High,3.4,Low,8,3,Positive,6.0,1,65
62,18,5.4,52,7,4,1.0788,Low,College,87,False,Medium,Medium,4.578947368421052,Low,8,4,Positive,6.0,0,64
83,18,5.4,75,1,1,1.992,Medium,College,80,False,High,High,4.2105263157894735,High,5,2,Positive,6.0,1,70
69,14,3.5,71,4,0,1.2558,Medium,College,91,False,Medium,Medium,6.066666666666666,High,5,3,Positive,5.0,0,63
66,30,7.5,33,4,2,0.34980000000000006,High,High School,53,True,Medium,Low,1.7096774193548387,Low,6,2,Positive,5.0,0,65
86,18,3.6,37,5,4,1.0664,Medium,Postgraduate,62,False,Medium,Medium,3.263157894736842,Medium,9,2,Negative,4.0,0,67
87,27,5.4,53,5,3,0.6786,Medium,High School,78,False,Medium,Low,2.7857142857142856,Low,7,5,Negative,4.0,0,71
90,29,5.8,74,4,1,1.692,Medium,High School,94,False,Low,Medium,3.1333333333333333,Low,7,4,Neutral,4.0,0,73
80,26,5.2,66,5,1,0.7280000000000001,Medium,High School,91,False,Medium,Low,3.3703703703703702,Low,4,3,Neutral,4.0,0,67
96,17,5.95,64,4,2,1.6127999999999998,Medium,College,84,False,High,Medium,4.666666666666667,Low,7,3,Positive,7.0,0,72
97,22,6.6000000000000005,64,3,2,2.2989,Medium,High School,79,False,High,High,3.4347826086956523,Medium,7,0,Positive,6.0,1,71
92,20,5.0,72,2,0,2.2632,High,Postgraduate,82,False,Medium,High,3.9047619047619047,Medium,4,4,Neutral,5.0,0,72
85,15,3.75,56,1,1,1.037,High,High School,61,False,High,Medium,3.8125,Medium,7,3,Negative,5.0,0,68
72,22,6.6000000000000005,35,9,2,1.152,Low,College,80,False,High,Medium,3.4782608695652173,Low,5,3,Neutral,6.0,0,65
99,13,3.25,65,2,1,0.7424999999999999,Medium,College,75,False,Medium,Low,5.357142857142857,Medium,6,4,Positive,5.0,0,68
71,27,6.75,49,4,1,0.9797999999999999,Low,College,69,False,Medium,Medium,2.4642857142857144,High,8,4,Positive,5.0,0,67
68,17,3.4,84,2,1,1.9176,Medium,College,94,False,Medium,High,5.222222222222222,High,7,4,Neutral,4.0,0,66
78,21,4.2,66,5,0,1.4196000000000002,Low,High School,91,False,Low,Medium,4.136363636363637,Medium,6,1,Neutral,4.0,0,64
62,22,4.4,34,4,3,0.6696000000000001,Medium,Postgraduate,54,False,Medium,Medium,2.347826086956522,Low,6,3,Neutral,4.0,0,65
99,18,3.6,74,5,0,1.9602,Medium,High School,99,False,Medium,Medium,5.2105263157894735,Low,6,3,Neutral,4.0,0,69
84,24,7.199999999999999,46,3,2,1.0248,Medium,High School,61,True,Medium,Medium,2.44,Medium,7,2,Positive,6.0,0,68
82,17,3.4,56,1,3,1.0004,High,Postgraduate,61,False,Medium,Medium,3.388888888888889,Medium,5,4,Neutral,4.0,0,69
86,25,6.25,87,2,1,0.8341999999999999,Medium,High School,97,False,Medium,Low,3.730769230769231,High,9,3,Neutral,5.0,0,70
80,12,3.0,67,1,1,1.152,Medium,High School,72,False,Medium,Medium,5.538461538461538,High,5,4,Positive,5.0,0,65
61,21,3.1500000000000004,75,3,2,0.549,Medium,High School,90,False,Low,Low,4.090909090909091,Medium,4,3,Neutral,3.0,0,63
84,32,11.200000000000001,29,7,1,1.0752,Medium,College,64,False,High,Medium,1.9393939393939394,Low,8,3,Positive,7.0,0,71
89,14,3.5,74,4,0,0.8366,High,Postgraduate,94,False,Medium,Low,6.266666666666667,Low,6,2,Neutral,5.0,0,68
77,16,5.6000000000000005,67,5,5,2.1252,Medium,Postgraduate,92,False,High,High,5.411764705882353,Low,7,3,Positive,7.0,1,70
90,23,5.75,66,2,2,2.052,High,High School,76,False,Low,High,3.1666666666666665,Medium,8,3,Positive,5.0,0,72
69,21,4.2,60,5,3,1.1729999999999998,Medium,College,85,False,Low,Medium,3.8636363636363638,Low,6,1,Neutral,4.0,0,64
69,22,5.5,63,7,0,0.6761999999999999,Medium,Postgraduate,98,False,Medium,Low,4.260869565217392,Low,7,2,Positive,5.0,0,64
66,23,6.8999999999999995,53,4,2,1.4454,Low,College,73,False,Medium,High,3.0416666666666665,High,8,2,Positive,6.0,1,66
75,24,8.4,65,2,0,1.6875,High,College,75,False,High,High,3.0,Medium,9,3,Positive,7.0,1,69
94,27,5.4,61,5,2,1.6167999999999998,Low,High School,86,False,Medium,Medium,3.0714285714285716,Medium,6,2,Neutral,4.0,0,71
93,22,3.3000000000000003,64,1,0,1.9250999999999998,High,High School,69,False,Low,High,3.0,High,6,3,Negative,3.0,0,69
75,19,3.8,78,4,1,0.735,Medium,Postgraduate,98,False,Medium,Low,4.9,Low,8,3,Neutral,4.0,0,67
84,24,7.199999999999999,17,7,0,0.8736,Medium,High School,52,True,High,Medium,2.08,Low,7,3,Neutral,6.0,0,66
89,31,9.3,45,5,2,1.246,Medium,High School,70,False,High,Medium,2.1875,Low,7,2,Positive,6.0,0,71
70,19,4.75,66,4,2,0.602,Low,High School,86,False,Medium,Low,4.3,High,9,2,Neutral,5.0,0,63
67,14,2.8,51,4,0,0.9514,Low,College,71,False,Medium,Medium,4.733333333333333,High,4,4,Neutral,4.0,0,62
99,27,6.75,53,2,0,1.2474,High,High School,63,True,High,Medium,2.25,Medium,5,4,Neutral,5.0,0,73
85,19,3.8,61,2,1,0.6034999999999999,Medium,High School,71,False,High,Low,3.55,Medium,4,3,Negative,4.0,0,66
99,7,2.4499999999999997,89,1,3,1.8612,Medium,Postgraduate,94,False,High,Medium,11.75,High,9,2,Positive,7.0,0,72
74,25,6.25,47,6,1,0.5698,Low,Postgraduate,77,False,Medium,Low,2.9615384615384617,Low,8,2,Neutral,5.0,0,67
88,17,4.25,32,7,0,1.1792,Low,Postgraduate,67,False,High,Medium,3.7222222222222223,Medium,5,3,Neutral,5.0,0,65
69,19,4.75,69,3,2,1.1591999999999998,Medium,High School,84,False,Medium,Medium,4.2,Medium,7,4,Neutral,5.0,0,66
70,22,5.5,71,2,3,0.567,Medium,Postgraduate,81,False,Medium,Low,3.5217391304347827,Medium,7,2,Neutral,5.0,0,68
80,21,6.300000000000001,68,2,1,1.2480000000000002,High,High School,78,False,High,Medium,3.5454545454545454,Medium,4,4,Neutral,6.0,0,69
73,24,4.8,65,1,0,1.022,Medium,Postgraduate,70,False,Medium,Medium,2.8,High,7,3,Negative,4.0,0,68
67,17,3.4,34,4,0,0.7236000000000001,High,High School,54,False,Medium,Medium,3.0,Low,5,2,Negative,4.0,0,61
71,23,8.049999999999999,61,4,3,1.1502000000000001,Low,High School,81,False,High,Medium,3.375,Medium,8,2,Positive,7.0,0,68
61,18,5.4,56,3,3,0.4331,Low,College,71,False,High,Low,3.736842105263158,High,5,3,Neutral,6.0,0,64
88,24,7.199999999999999,36,7,1,0.6248,Low,College,71,False,High,Low,2.84,Low,7,3,Neutral,6.0,0,67
80,24,4.8,47,3,3,1.4880000000000002,High,High School,62,True,Low,High,2.48,High,9,3,Neutral,4.0,0,68
64,14,4.199999999999999,52,2,1,0.3968,High,High School,62,False,High,Low,4.133333333333334,Medium,8,4,Positive,6.0,0,61
67,27,5.4,59,6,1,0.5963,Low,Postgraduate,89,False,Low,Low,3.1785714285714284,Low,8,3,Positive,4.0,0,66
64,17,4.25,54,4,2,0.4736,Low,Postgraduate,74,False,Low,Low,4.111111111111111,Medium,7,2,Positive,5.0,0,64
85,25,3.75,35,4,3,0.4675,Medium,High School,55,True,Medium,Low,2.1153846153846154,High,5,3,Negative,3.0,0,67
64,22,3.3000000000000003,47,1,2,0.33280000000000004,High,College,52,False,Medium,Low,2.260869565217391,High,6,4,Negative,3.0,0,64
90,31,7.75,46,3,0,0.549,High,High School,61,True,Medium,Low,1.90625,Low,7,3,Positive,5.0,0,72
61,19,2.8499999999999996,64,2,2,0.45139999999999997,Medium,Postgraduate,74,False,Medium,Low,3.7,High,7,3,Negative,3.0,0,62
70,18,3.6,61,4,2,0.567,Medium,High School,81,False,Medium,Low,4.2631578947368425,Low,5,2,Negative,4.0,0,63
96,20,4.0,42,3,1,0.5471999999999999,High,High School,57,False,Medium,Low,2.7142857142857144,Low,8,4,Neutral,4.0,0,70
89,18,4.5,62,2,3,0.6408,Medium,College,72,False,Medium,Low,3.789473684210526,Medium,5,3,Positive,5.0,0,69
63,25,6.25,29,5,3,0.6804,Medium,High School,54,True,Low,Medium,2.076923076923077,Medium,9,2,Positive,5.0,0,64
93,10,2.5,27,5,2,0.9672000000000001,Medium,Postgraduate,52,False,Medium,Medium,4.7272727272727275,Medium,7,3,Positive,5.0,0,66
80,14,4.8999999999999995,58,7,3,1.4880000000000002,Medium,High School,93,False,High,Medium,6.2,Low,8,4,Positive,7.0,0,67
94,14,2.0999999999999996,78,1,4,1.5603999999999998,High,Postgraduate,83,False,Low,Medium,5.533333333333333,Medium,8,5,Negative,3.0,0,71
84,26,9.1,69,4,0,1.4951999999999999,High,High School,89,False,High,Medium,3.2962962962962963,Low,10,1,Positive,7.0,0,70
87,30,6.0,34,5,2,1.0266,Medium,High School,59,True,Medium,Medium,1.903225806451613,Medium,7,3,Neutral,4.0,0,69
100,19,3.8,31,7,0,1.98,Low,,66,False,Medium,High,3.3,Low,6,3,Neutral,4.0,0,68
69,19,4.75,52,4,1,0.9935999999999999,High,College,72,False,Medium,Medium,3.6,Low,6,1,Neutral,5.0,0,64
85,20,6.0,73,2,3,0.7054999999999999,Medium,College,83,False,Medium,Low,3.9523809523809526,Medium,9,3,Positive,6.0,0,70
78,27,5.4,57,4,0,1.2012,Low,Postgraduate,77,False,Low,Medium,2.75,Medium,5,3,Neutral,4.0,0,69
62,14,,68,2,0,0.9672000000000001,Medium,College,78,False,,Medium,5.2,High,6,2,Positive,,0,63
61,21,2.1,33,5,1,0.7075999999999999,Medium,High School,58,False,Low,Medium,2.6363636363636362,Medium,7,3,Negative,2.0,0,60
65,26,3.9000000000000004,44,6,2,0.962,Low,High School,74,False,Medium,Medium,2.740740740740741,Low,7,4,Negative,3.0,0,65
86,23,3.4499999999999997,66,5,0,1.5652,Medium,High School,91,False,Medium,Medium,3.7916666666666665,Low,8,0,Negative,3.0,0,67
83,21,3.1500000000000004,50,5,1,0.6224999999999999,Low,College,75,False,Medium,Low,3.409090909090909,Medium,5,4,Negative,3.0,0,66
82,26,5.2,30,6,3,0.9839999999999999,High,Postgraduate,60,True,Medium,Medium,2.2222222222222223,Low,7,3,Neutral,4.0,0,68
61,4,1.0,41,6,0,1.2993,High,Postgraduate,71,False,Low,High,14.2,Low,7,1,Positive,5.0,0,58
79,24,6.0,68,4,0,1.3904,High,High School,88,False,Medium,Medium,3.52,Medium,5,3,Neutral,5.0,0,67
97,16,4.800000000000001,42,3,0,0.5529,Medium,,57,False,Medium,Low,3.3529411764705883,Medium,8,4,Positive,6.0,0,68
76,9,2.25,54,5,1,1.2008,Medium,High School,79,False,Medium,Medium,7.9,Low,7,3,Neutral,5.0,0,62
85,23,3.4499999999999997,68,6,2,2.4989999999999997,High,Postgraduate,98,False,Medium,High,4.083333333333333,Low,7,3,Negative,3.0,0,69
91,28,8.399999999999999,59,2,1,1.8837,High,High School,69,False,High,High,2.3793103448275863,Medium,6,4,Neutral,6.0,1,73
91,19,2.8499999999999996,22,6,2,0.9464,Low,High School,52,False,Medium,Medium,2.6,Low,6,4,Negative,3.0,0,66
81,26,5.2,57,5,0,1.3284,Medium,Postgraduate,82,False,Medium,Medium,3.037037037037037,Medium,5,5,Negative,4.0,0,67
94,30,4.5,37,3,1,0.9776,Medium,High School,52,True,Low,Medium,1.6774193548387097,Medium,8,4,Neutral,3.0,0,71
76,28,7.0,35,5,1,0.9119999999999999,Medium,High School,60,True,Medium,Medium,2.0689655172413794,Low,9,2,Neutral,5.0,0,66
96,30,10.5,47,1,0,0.9984,Medium,College,52,True,High,Medium,1.6774193548387097,High,10,4,Positive,7.0,0,74
70,24,7.199999999999999,39,4,2,0.413,High,High School,59,True,High,Low,2.36,Low,8,5,Positive,6.0,0,67
71,20,4.0,83,2,2,1.9809,Medium,Postgraduate,93,False,High,High,4.428571428571429,Medium,6,2,Negative,4.0,0,68
62,10,2.5,62,5,2,1.6181999999999999,Medium,High School,87,False,High,High,7.909090909090909,Low,6,3,Neutral,5.0,0,61
92,19,2.8499999999999996,57,2,2,1.2328000000000001,High,High School,67,False,Medium,Medium,3.35,Medium,8,2,Negative,3.0,0,69
77,15,4.5,60,7,4,0.7314999999999999,Medium,High School,95,False,Medium,Low,5.9375,Low,7,4,Positive,6.0,0,65
69,33,6.6,73,2,2,1.1453999999999998,High,Postgraduate,83,False,Low,Medium,2.4411764705882355,Medium,7,2,Neutral,4.0,0,71
69,19,3.8,37,7,1,0.9935999999999999,Low,High School,72,False,Low,Medium,3.6,Low,7,2,Positive,4.0,0,61
96,21,6.300000000000001,33,4,0,1.0176,High,College,53,False,High,Medium,2.409090909090909,Low,9,3,Neutral,6.0,0,70
93,23,4.6,62,5,2,1.6182,Low,High School,87,False,Medium,Medium,3.625,Medium,6,3,Neutral,4.0,0,70
82,20,6.0,59,2,1,0.5658,High,College,69,False,Medium,Low,3.2857142857142856,Medium,9,3,Positive,6.0,0,69
85,30,6.0,35,6,2,1.6575,Low,High School,65,False,Medium,High,2.096774193548387,Low,7,3,Negative,4.0,0,70
79,16,4.0,44,4,4,1.0112,Medium,College,64,False,Low,Medium,3.764705882352941,Low,6,4,Positive,5.0,0,67
76,21,3.1500000000000004,15,7,2,0.38,Medium,Postgraduate,50,False,Medium,Low,2.272727272727273,Low,6,4,Negative,3.0,0,63
97,16,3.2,77,2,1,1.6878,Medium,High School,87,False,Medium,Medium,5.117647058823529,High,7,3,Neutral,4.0,0,70
65,12,3.5999999999999996,47,2,1,0.741,Medium,High School,57,False,High,Medium,4.384615384615385,High,8,5,Positive,6.0,0,61
77,16,4.0,46,6,1,0.5852,High,Postgraduate,76,False,Medium,Low,4.470588235294118,Low,6,1,Neutral,5.0,0,64
74,20,4.0,36,3,2,1.1321999999999999,Medium,College,51,False,Medium,High,2.4285714285714284,Medium,8,3,Negative,4.0,0,65
80,17,4.25,66,3,1,1.2960000000000003,Medium,College,81,False,High,Medium,4.5,Medium,6,1,Neutral,5.0,0,65
78,16,5.6000000000000005,33,7,3,1.5912,Low,Postgraduate,68,False,High,High,4.0,Low,7,3,Positive,7.0,1,66
81,12,4.2,77,1,1,0.6642,High,High School,82,False,High,Low,6.3076923076923075,Medium,5,3,Positive,7.0,0,66
66,20,5.0,29,5,2,0.7128000000000001,Medium,Postgraduate,54,False,Low,Medium,2.5714285714285716,Medium,8,2,Positive,5.0,0,63
81,11,2.75,43,4,3,1.0206000000000002,High,Postgraduate,63,False,Medium,Medium,5.25,Medium,7,2,Neutral,5.0,0,66
70,25,7.5,31,5,0,1.176,Medium,High School,56,True,Medium,High,2.1538461538461537,Low,9,1,Positive,6.0,1,64
67,20,5.0,52,6,3,1.0988,Low,High School,82,False,High,Medium,3.9047619047619047,Low,8,4,Neutral,5.0,0,65
63,11,2.75,50,1,3,0.34650000000000003,Medium,Postgraduate,55,False,Medium,Low,4.583333333333333,High,7,1,Positive,5.0,0,62
91,18,4.5,66,3,4,2.2113,High,High School,81,False,Medium,High,4.2631578947368425,High,9,5,Neutral,5.0,0,71
77,15,3.75,32,5,1,0.43889999999999996,Medium,College,57,False,Medium,Low,3.5625,Low,8,2,Neutral,5.0,0,63
85,22,4.4,87,2,0,2.4734999999999996,High,College,97,False,High,High,4.217391304347826,Medium,9,3,Negative,4.0,0,70
89,28,7.0,36,7,2,0.6319,Low,College,71,False,Medium,Low,2.4482758620689653,Low,6,4,Neutral,5.0,0,70
87,9,2.7,41,3,1,0.9744,Medium,College,56,False,High,Medium,5.6,Medium,8,3,Positive,6.0,0,65
79,21,,37,3,1,0.8216000000000001,High,High School,52,False,,Medium,2.3636363636363638,Low,8,3,Neutral,,0,66
76,19,5.699999999999999,41,5,2,1.0032,Low,College,66,False,Medium,Medium,3.3,Medium,5,4,Positive,6.0,0,66
75,24,7.199999999999999,70,5,0,2.1374999999999997,Low,College,95,False,High,High,3.8,Medium,9,2,Positive,6.0,1,68
86,21,3.1500000000000004,42,3,1,0.9803999999999999,High,High School,57,False,Medium,Medium,2.590909090909091,Low,5,3,Negative,3.0,0,68
80,15,4.5,80,2,4,1.4400000000000002,Medium,High School,90,False,High,Medium,5.625,Medium,5,3,Neutral,6.0,0,69
94,18,4.5,61,2,3,1.3347999999999998,Medium,College,71,False,Low,Medium,3.736842105263158,High,4,3,Positive,5.0,0,71
95,15,,65,5,2,0.855,Medium,Postgraduate,90,False,,Low,5.625,Low,8,1,Negative,,0,69
67,26,7.800000000000001,84,2,0,1.2596,High,College,94,False,Medium,Medium,3.4814814814814814,Medium,5,2,Positive,6.0,0,68
65,20,6.0,80,4,2,1.3,High,High School,100,False,High,Medium,4.761904761904762,Low,6,5,Neutral,6.0,0,67
85,31,9.3,33,4,2,0.901,Medium,High School,53,True,High,Medium,1.65625,Low,8,3,Positive,6.0,0,72
72,20,5.0,80,2,2,1.9440000000000002,Medium,High School,90,False,Medium,High,4.285714285714286,Medium,7,3,Neutral,5.0,0,68
61,16,4.800000000000001,48,1,0,0.32330000000000003,Medium,High School,53,False,Medium,Low,3.1176470588235294,High,6,4,Positive,6.0,0,60
96,11,2.2,46,4,2,1.9008,High,High School,66,False,Medium,High,5.5,Low,5,4,Neutral,4.0,0,68
69,9,3.15,77,1,1,1.6973999999999998,Medium,High School,82,False,High,High,8.2,High,7,2,Positive,7.0,1,65
97,10,2.0,42,6,0,2.0952,High,Postgraduate,72,False,Medium,High,6.545454545454546,Low,8,3,Neutral,4.0,0,67
89,22,5.5,58,4,4,0.6942,Medium,High School,78,False,Medium,Low,3.391304347826087,High,8,3,Positive,5.0,0,70
91,23,5.75,63,7,0,2.6754,Low,High School,98,False,High,High,4.083333333333333,Low,10,3,Negative,5.0,0,70
68,11,2.2,66,5,3,0.6188,Medium,College,91,False,High,Low,7.583333333333333,Low,6,2,Negative,4.0,0,61
69,25,8.75,53,3,2,0.9384,Low,College,68,False,High,Medium,2.6153846153846154,High,5,4,Positive,7.0,0,68
